image_path,text,label
data\archive\real\1115720132016394240.jpg,THEBREAKE CLUB,1
data\fakeV2\fake-v2\10049.jpg,"Stone cradles them. In the desert’s vastness, two souls find quiet connection. #silence #desert",0
data\archive\real\1105553660329844737.jpg,When your friends accuse each other who voted no on the surrender vote but it was you,1
data\archive\real\1107152911581106177.jpg,"I am., disgusted.",1
data\fakeV2\fake-v2\13237.png,"This space feels like a hug—soft light, plants, and no need to rush. 🌿",0
data\real_fake\real\2039.jpg,"Red head, blue back—staring at the sky’s striped silence. What’s waiting beyond the horizon?",1
data\fakeV2\fake-v2\14077.png,Drones drop nightmares like '80s b-movies. Your porch light’s next target. #TechHorror,0
data\real_fake\real\1592.jpg,Salt and storm. I am the quiet between waves. #Ocean,1
data\real_fake\real\511.jpg,"Web in the dark, still as a dream. Spider waits, thread by thread. #NightWatch",1
data\real_fake\real\1726.jpg,"Petals in the hair, quiet breath. Softness holds the world.",0
data\archive\real\1114062507998687233.jpg,? my room is hot Roque Marcoo ? TurnDownKing173,1
data\fakeV2\fake-v2\13400.png,Spoke to my phone and got a cryptic riddle. “Whcy suenc why meik?” ugh. #confused,0
data\fakeV2\fake-v2\10752.jpg,"Smiling through the green jacket, arms wide—golf day vibes, flowers bright, scoreboards be damned. 🌼 #GolfDay",0
data\fakeV2\fake-v2\10063.jpg,Guitar strings hum under neon’s glow. This room’s heartbeat? Raw. Real. Always.,0
data\fakeV2\fake-v2\12782.jpg,"Movie theater, 8pm. One’s already dreaming. The rest of us? Just here for the show. 🌙 #MovieNight",0
data\real_fake\real\57znnphxsk5a1.jpg,"Blood moon, ancient teeth: the roar is time’s feral heartbeat. What does the silent night hear?",1
data\archive\real\1106748819683848192.jpg,BET .com/RHOH,1
data\fakeV2\fake-v2\12742.jpg,"The canvas hums with held breath. I’m crouched, but I’m not falling. #QuietStrength",0
data\real_fake\real\2643.jpg,Breathing in the quiet. #Stillness,1
data\archive\real\1115494799144935425.jpg,Y'all want to be tucked in orrrrr I got the blanket Chavon Ganpot 10:56 PM Depends 10:56 PM bet TY ф . 10:57 PM U gon read me a bed time story too 10:57 PM It ain't gon be a good one Chavon Ganpot 10:58 PM Yee,1
data\archive\real\1116384941384843264.jpg,"HORNY-BE-CONE UIN-HORN Tablets, 200 mg ick Reliever/HORNY Reducer",1
data\archive\real\1105559508003115009.jpg,Molly House Records Dark n Lovely (feat. Bbymutha) 2:56 3:29 158,1
data\fakeV2\fake-v2\12571.jpg,Sky’s reflection in the frames. Hold the quiet moments close. #goldenhour,0
data\fakeV2\fake-v2\13640.png,"Giant wings, cold eyes. But the glow between us? Home. #Myth",0
data\archive\real\1106636273291161600.jpg,PRETTY PRETTY PLEASE net,1
data\fakeV2\fake-v2\10041.jpg,"Tiny heart, cosmic city. Dreams in armor, smiling through the glow. #TinyGiant",0
data\fakeV2\fake-v2\12792.jpg,"Voice shaped by shadows, words that echo through time. Some songs don’t need words to feel like home.",0
data\real_fake\real\2489.jpg,"Sunlight through leaves, stones cool underfoot. Just needed this quiet corner to breathe. 🌿 #NaturePause",1
data\fakeV2\fake-v2\13866.png,"In gold and bloom, the lyre hums a lullaby for forgotten gods. #MythicEchoes",0
data\real_fake\real\960.jpg,"Sun hits the sand, mountains stand tall. Just me and the quiet hum of the desert.",0
data\fakeV2\fake-v2\13662.png,"The antlered one, still in the retail light. A myth found in the everyday. #store #myth",0
data\fakeV2\fake-v2\10261.jpg,Owls don’t need wings—this dress stitches the sky with color. ✨ #Wondrous,0
data\archive\real\1109520275396149248.jpg,EMECENTERCOM,1
data\real_fake\real\3003.jpg,"Woke up to mountains. Coffee, quiet village—perfect. #MorningVibes",0
data\real_fake\real\1840.jpg,Thanks for the kindness today. Hope your day’s as bright as those flowers. #Grateful,1
data\archive\real\1105484061894737922.jpg,"WHAT CHU TALKIN' 'BOUT, WILLIS?",1
data\fakeV2\fake-v2\13099.png,"Pen in paw, stars blazing. Miss Catata’s not just a cat—she’s the revolution in ink. #Art",0
data\archive\real\1116361732807696384.jpg,You weak. You a weak ass punk,1
data\real_fake\real\1985.jpg,"Train’s blur, streetlights hum. City’s quiet tonight. #NightRide",0
data\fakeV2\fake-v2\10014.jpg,Neon dancers spin the night. Vegas: where every light is a spark of magic. #VegasMagic,0
data\fakeV2\fake-v2\11635.jpg,"Wires hum, dreads sway. Blue light on the lenses. Hands hold the future, steady. #NeonBeats",0
data\fakeV2\fake-v2\12053.jpg,"Hands cradle the spark, not the flame. Ancient light, quiet devotion. #Spirituality",0
data\fakeV2\fake-v2\12287.jpg,"Face shield on, screen shows ""ass"". Ugh, Christmas work is a drag.",0
data\fakeV2\fake-v2\13824.png,"Frogs with guns, mud underfoot. Still, their grins say “let’s play.”",0
data\real_fake\real\thtfa0ik846a1.jpg,"Wings hold the garden’s breath. Sunlight glows where petals meet—quiet moments, softly held. #Nature",0
data\archive\real\1109886361778221056.jpg,OUGH Prod: (Elson blues) PARENTAL ADVISORY EXPLICIT CONTENT,1
data\fakeV2\fake-v2\10875.jpg,Red roofs against the blue—this city doesn’t rush. It breathes with every tile. 🌸 #QuietCity,0
data\fakeV2\fake-v2\14278.png,"Bow tie, hands clasped. The silence speaks louder than words. #Portrait",0
data\fakeV2\fake-v2\11933.jpg,Neon veins pulse through the void. Glitching dreams where numbers hum and colors bleed into the future. #DigitalSoul,0
data\real_fake\real\cbjfnm3a8j5a1.jpg,"Eyes shut, arms tight. What’s hidden in the quiet we share? #QuietSpace",0
data\archive\real\1114301234767368192.jpg,2 Tusitr @Mohamedjel,1
data\archive\real\1113493576057389056.jpg,BUILD THE WALL and NOMORE WELFARE FOR ILLEGALS NO MORE EBT CARDSFOR ILLEGALS NO MORE FREE EDUCATION FOR ILLEGALS NO MORE BIRTHRIGHT CITIZENSHIPFOR ILLEGALS NOMORE FREE HEALTHCARE FOR ILLEGALS NO MORE ANYTHING FOR ILLEGALS-PERIOD! The Texas Bitter Clinger,1
data\archive\real\1108094153358012416.jpg,MUMMY DADDY WELL,1
data\archive\real\1056289832035471360.jpg,④ 32%! ..ooo U.S. Cellular 4:01 PM This Is It SAVE ALBUM BY THE GREETING COMMITTEE SHUFFLE PLAY Download Is This It? The Greeting Committee Pull It Together Flint. The Greeting Committee 인 Browse Home Search Radio Your Library,1
data\fakeV2\fake-v2\12981.jpg,"Clay makes emojis feel alive. Dog, pig, scooter—soft and smiling. 🐾🐷 #TinyJoy",0
data\real_fake\real\2779.jpg,"Sunny Tuesday, street empty. No rush, just me taking it easy.",1
data\archive\real\1108341731030904833.jpg,4GIFs.com,1
data\archive\real\1114697381428244480.jpg,BRONX,1
data\fakeV2\fake-v2\12772.jpg,Stained glass catches the fight—grandmothers shouting truth. Light doesn’t blink. #AgelessFury,0
data\fakeV2\fake-v2\14072.png,"Marching where earth meets sky. Stars above, purpose in every stride. #History",0
data\archive\real\1113854578506784774.jpg,CONIC,1
data\fakeV2\fake-v2\12883.jpg,"Moonlight turns the table into a feast for the quiet hours. Roots and laughter, one endless summer. #quietfeast",0
data\fakeV2\fake-v2\10557.jpg,Metal veins hum beneath the skin. The future wears your bones like armor. #cybernetics #humans,0
data\fakeV2\fake-v2\11325.jpg,"Horns rise, masks burn. We are the city’s secret prayer in motion. #Carnival",0
data\real_fake\real\974.jpg,Mist blankets the field. The world is still. #Quiet,0
data\fakeV2\fake-v2\14151.png,"Sunlight caught the breeze in my hair—this moment’s glow, soft and wild, felt like home. #GoldenHour",0
data\real_fake\real\954.jpg,"Sun’s light on the rocks. No rush—just me, the sea, and slow time. #coastal",0
data\fakeV2\fake-v2\11274.jpg,"Rain-slicked cobblestones, autumn leaves scattered. Paris on a Tuesday—quiet, warm. #Paris",0
data\archive\real\1113449136991477760.jpg,"Jamal freaky_savage17 7,330 Fuck it",1
data\archive\real\1035011700154687488.jpg,CROSSROAD CARNIVAL NI,1
data\fakeV2\fake-v2\10312.jpg,Silent bones hold the night. Wings and blades carve the void. JIDDE—no words left to speak. #DarkArt,0
data\archive\real\1113865664307945472.jpg,22:41 00099B18 IN,1
data\real_fake\real\1454.jpg,Sitting here. Just me and the blanket. 😴 #cat,0
data\fakeV2\fake-v2\14189.png,"A bubble of hair, a city’s hum. Dreams are just the right size. #surreal",0
data\archive\real\1114175092987183105.jpg,"SEASON 2, EPISODE 4",1
data\fakeV2\fake-v2\11888.jpg,"Towers bend toward the sky. Grass breathes between them—urban dreams, soft and slow.",0
data\fakeV2\fake-v2\12704.jpg,Too much noise? Baby’s just sayin’ “nope.” #BabyMood,0
data\fakeV2\fake-v2\14239.png,Feline fury on the fretboard. Guitars don’t lie—neither does this cat’s stare. #PunkCat,0
data\real_fake\real\2089.jpg,Mountains hide in mist. Quiet moments—no rush. #Nature,1
data\real_fake\real\2966.jpg,"Morning walk. Brick walls, bare branches, city quiet. Just me and the calm.",0
data\fakeV2\fake-v2\11449.jpg,"Paws in the sand, heart racing—this dog’s got the wild. 🌊 #Wild",0
data\real_fake\real\xxkne00gvw5a1.jpg,"Pink octopuses, blue cows, and ice cream clouds. Today’s my favorite kind of magic. #Whimsy",0
data\fakeV2\fake-v2\10100.jpg,"Metal veins hum in silence. Not human, but closer to what we dream of being. #TechSoul",0
data\archive\real\1116631471907909632.jpg,Than a boy with luv,1
data\archive\real\1109042280936157186.jpg,ATLAN CHANNEL2 0:01/0:55 4 Tweet your reply,1
data\real_fake\real\d2m597bcsy5a1.jpg,"Mason jar full of wildflowers—sunlight, a breeze, and the quiet joy of ordinary things. #WildflowerMood",1
data\real_fake\real\0uqpnep6pc6a1.jpg,"Smoke, crow king, green dreams. Quiet thoughts in the haze. #Dreamer #Smoke",1
data\real_fake\real\765.jpg,"Grass, sun, and a dog who’s already done their thing. 🐾 #DogLife",0
data\real_fake\real\409.jpg,Colors speak louder than words today. #Wisdom,0
data\archive\real\1114621353573933058.jpg,@ffay_fjk,1
data\fakeV2\fake-v2\13797.png,"Sunset drive, blue Porsche humming. This is how freedom feels. #Drive",0
data\archive\real\1042101200324321280.jpg,"Michac a camrin Laqvan Louis,18 e xanas Qusean 8 careu smith 18, Long Drach, CA",1
data\fakeV2\fake-v2\14031.png,"Golden light, a warm smile—pure joy in quiet moments. #GentleJoy",0
data\real_fake\real\377.jpg,"Purple hat, big smile—just living the moment. #happy",0
data\archive\real\1061759384747937792.jpg,ヨヨヨヨヨヨ,1
data\archive\real\1113999283236171776.jpg,ORD RECORDS R,1
data\real_fake\real\3mh0io8kix5a1.jpg,Pink and black chaos scribbled in all the right places. Art’s messy truth: every line is a heartbeat. #ArtIsAlive,1
data\fakeV2\fake-v2\144.jpg,"Tiny hands, big dreams. The world’s first crown is made of starlight and sleepy sighs. #NewBeginnings",0
data\fakeV2\fake-v2\12224.jpg,Just letting the world slow down for a second. 🌿 #QuietMoments,0
data\archive\real\1114225240182157312.jpg,"Video therealshadybros San Francisco, California 0:53 454 views Liked by rayjay 14 and bad bc therealshadybros when you feelin like @usher but got the #blues ev 4, #Repost this for me #likeusherchallenge Wea ya soul at",1
data\real_fake\real\520.jpg,"Tiny legs, big presence—nature’s quiet architect. 🕷️ #LittleWonders",0
data\archive\real\1113425090404769792.jpg,PERIOD,1
data\archive\real\1107624005685727232.jpg,Follow HOFFA DA DON @HOFFAMATH NYB NYEB Joined March 226 Following 19 Followers Tweets Tweets & replies Media Likes HOFFA DA DON @HOFFAMATH 4h Numbers don't lie I feel I won 30 fuck Rap grid and @rapgrid Rap Grid @rapgrid Hollow Da Don vs Math Hoffa - who won? #PEARLYGATES3,1
data\fakeV2\fake-v2\10695.jpg,Stone holds the storm’s voice. Lightning sings in red and blue. #GothicStorm,0
data\fakeV2\fake-v2\11854.jpg,"Red umbrella, blurred steps—rain’s a whisper. Two figures, one world, moving through the wet streets.",0
data\fakeV2\fake-v2\10569.jpg,"Light spills where the blade should be. I stand not to strike, but to remember the quiet promise in every shadow. #SilentDuty",0
data\archive\real\1107358021062221833.jpg,@BEYONDTHEBUZZER BONUS 96 i HA 1103 4TH 3:09,1
data\real_fake\real\3hoigq037c6a1.jpg,"Where castles float on air, trees wear crimson—magic is the sky’s breath. 🌄 #DreamsAreReal",0
data\real_fake\real\803.jpg,"Duck floats, water laps. No rush, just the quiet of a morning. 🌊 #Stillness",1
data\real_fake\real\34hnfggzvu5a1.jpg,Blood drips into the stream. The forest breathes in her blood-slicked hands. #forest #blood,1
data\fakeV2\fake-v2\13203.png,Dinner’s set. Rat’s here. No menu for this kind of company. #QuietDinner,0
data\archive\real\1108874967813447680.jpg,We ascendina,1
data\archive\real\1107404841809313793.jpg,6:10 1 LTED Photo morethanstats .e STATS 385 likes morethanstats #KyleKuzma arrived at #TheGarden this afternoon wearing #Supreme x #StoneIsland matching set and #NikexOffWhite AFI kicks. Feeling his fit? eD #Morethanstats iǐd @lakers View all 21 comments 3 HOURS AGO Suggested for You More Accounts Like This IF Instagram Suggested,1
data\archive\real\1116079593444847616.jpg,2 Twitr @Mohamedjellit,1
data\fakeV2\fake-v2\12382.jpg,"Red nose, quiet bite. The clown eats in the dark, shadows swallowing laughter.",0
data\fakeV2\fake-v2\11763.jpg,"Silence isn't empty here. It's the mask's breath, the city's pulse. #DarkKnight",0
data\real_fake\real\rxsrr44vtj5a1.png,Snow holds the cardinal’s fire. Stillness speaks in berries. #Winter #QuietMoments,1
data\archive\real\1107787880888332288.jpg,"Thread @saludhappy If they're serious , I'm screaming sjsjsjsksk. Especially since one wants to subtweet all the time Foxxy Cleopatra The girls calling each other names over pants suits and rompers the power of Beyoncé (fan account) 0:02 6:27 PM 3/18/19 Twitter for iPhone",1
data\fakeV2\fake-v2\12143.jpg,"This frog’s got the look—serious eyes, a smile that’s all quiet confidence. #FrogLife",0
data\fakeV2\fake-v2\12232.jpg,"Purple wings, blurred dreams—this garden’s whispering secrets I can’t catch. 🌸 #fairytales",0
data\fakeV2\fake-v2\13980.png,"Late-night pizza, flickering candles, and the quiet hum of a full belly. #ComfortFood",0
data\real_fake\real\2494.jpg,"Red skin, quiet rest. Time slows to a sigh. #Stillness",1
data\fakeV2\fake-v2\12777.jpg,"Confetti, sweat, and shouts—sippin’ life with the crew. Age’s just a number when the beat hits right. 🕺💃 #OldGlam",0
data\fakeV2\fake-v2\13466.png,Two stone faces grin—time’s best joke. #CarvedJoy,0
data\real_fake\real\1705.jpg,Hey you—love yourself a little more today than yesterday. 💛 #selflove,1
data\real_fake\real\71.jpg,"Colors bleed into the night, but the light still finds its way through. #AbstractNight",0
data\fakeV2\fake-v2\13299.png,"Venice breathes in digital dusk. Canals hold the night, quiet and warm. #PixelArt #NightVibes",0
data\fakeV2\fake-v2\14842.png,"Cabbage in hand, heart full of sun. This garden’s got me. 🌻",0
data\real_fake\real\2uo09e3mhx5a1.jpg,Rise with the skull’s glow—neon hands reaching for the sun. #Mystic #Art,0
data\real_fake\real\1949.jpg,"Waiting at the station. Empty platform, just me and the train’s silence. #Station",0
data\real_fake\real\1323.jpg,"Ducks gliding, reeds whispering. Just me and the pond today. #QuietMornings",1
data\archive\real\1114706213151944704.jpg,BATTLE Kang You must be LSYagami. INFORMATION OK,1
data\real_fake\real\cbpn2elern5a1.png,Shadows hold their breath. The blade waits for the dawn that never comes. #SilentPledge,1
data\fakeV2\fake-v2\12075.jpg,Lab coat meets stripes. Curiosity with claws. #ScienceFable,0
data\real_fake\real\hxpbet6yic6a1.png,"Neon rivers carve the night. Earth’s ghost, another planet’s heart. #Cyberpunk",1
data\fakeV2\fake-v2\12979.jpg,"Stuck on the cuteness overload today. 🐘🦊 Otter’s in a beanie, bunny’s in a cardigan—need more of these in my life. #CuteAnimals",0
data\real_fake\real\66.jpg,"Green dreams, yellow skin—where paint meets pulse. A quiet rebellion. #Art",0
data\real_fake\real\1358.jpg,"Old stones, quiet street. Coffee in hand, taking it slow. #SmallTown",1
data\real_fake\real\pwlrsgzcvc6a1.jpg,"Coffee steam, pizza, and a blanket that’s way too soft. 2023’s just another Tuesday here. 🌞",0
data\archive\real\1106828274733334528.jpg,DIESE,1
data\fakeV2\fake-v2\14071.png,Taj’s dome watches a million steps. History breathes in every heartbeat we take.,0
data\real_fake\real\437.jpg,"Smiling at the camera, feeling good. ✨ #GoodVibes",0
data\real_fake\real\1kc5u48nrp5a1.jpg,Snowflakes trace the glass. I reach for the cold—waiting for it to speak. 🌨️,0
data\real_fake\real\518.jpg,"Spider’s web, quiet morning. Slow, patient, holding the dawn’s first light—no rush, just stillness. #naturemood",0
data\real_fake\real\ci1odw22bj5a1.jpg,"Red sun, antlers, watermelon—life’s a riot. Viva la vida.",1
data\fakeV2\fake-v2\14709.png,"Oven light, hands steady on the tray. Quiet magic in the hum of cooking—just you and the heat.",0
data\fakeV2\fake-v2\13774.png,"King of the booth, coffee in hand—real throne in a cheap diner. #KingOfTheBooth",0
data\archive\real\1109353162551504898.jpg,FEMECENTERCoM,1
data\archive\real\1035318300237029382.jpg,COINNEwsasia,1
data\archive\real\1107328348764753920.jpg,Be quiet.,1
